ISIN|PANZA L1|PANZA L2|PANZA L3|Name|Subindustry
NL0013654783|CONSUMER DISCRETIONARY|APPAREL|GENERAL APPAREL|Prosus NV|Internet Department Stores
FR0013214145|CONSUMER DISCRETIONARY|APPAREL|GENERAL APPAREL|SMCP SA|Women's Wear Stores
GB00BMTV7393|CONSUMER DISCRETIONARY|APPAREL|GENERAL APPAREL|THG PLC|Internet Department Stores
IT0005239881|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Unieuro SpA|General Electronics Retail
FI4000049812|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Verkkokauppa.com Oyj|Internet Electronics Retail
DE000A2N4H07|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Westwing Group AG|Internet Furniture and Home Furnishings Retail
NO0010716863|CONSUMER DISCRETIONARY|APPAREL|SPORTSWEAR|XXL ASA|Sporting Goods Stores
DE000ZAL1111|CONSUMER DISCRETIONARY|APPAREL|GENERAL APPAREL|Zalando SE|Internet Apparel Retail
GB00B6XZKY75|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|AG Barr PLC|Soft Drink Manufacturing
BE0974293251|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Anheuser-Busch InBev SA/NV|Breweries
GB0006731235|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Associated British Foods PLC|General Food and Beverage Production
GB00BF8J3Z99|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Bakkavor Group PLC|Chilled Foods Production
CH0009002962|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Barry Callebaut AG|Confectionery Manufacturing
DE0005200000|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Beiersdorf AG|Skin Care Products
FR0000063935|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Bonduelle SCA|Canned and Processed Fruit and Vegetable Products
GB0002875804|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - TOBACCO|British American Tobacco PLC|Cigarette Manufacturing
GB00B0N8QD54|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Britvic PLC|Juices, Soft Drinks and Energy Drinks Production
IE00B010DT83|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|C&C|General Beverage Production
DK0010181759|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Carlsberg AS|Breweries
CH0010570767|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Chocoladefabriken Lindt & Spruengli AG|Confectionery Manufacturing
SE0002626861|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Cloetta AB|Confectionery Manufacturing
CH0198251305|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Coca-Cola HBC AG|Non-Alcoholic Beverage Bottling and Distribution
FR0000120644|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Danone SA|Dairy Products Production
NL0015435975|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Davide Campari-Milano NV|Multi-Type Alcoholic Beverages Manufacturing
IT0003115950|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|De' Longhi SpA|Other Small Home Appliances Makers
GB0002374006|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Diageo PLC|Distilleries
CH0012829898|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Emmi AG|Dairy Products Production
SE0009922164|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - HOUSE CARE|Essity AB|Sanitary and Personal Care Paper Products
GB00BRJ9BJ26|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Fevertree Drinks PLC|Soft Drink Manufacturing
IE0000669501|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Glanbia PLC|Dairy Products Production
IE0003864109|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Greencore Group PLC|Chilled Foods Production
NL0000009165|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Heineken NV|Breweries
DE0006048432|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Henkel AG & Co KGaA|General Personal Care and Cleaning Products Makers
DE0006048408|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Henkel AG & Co KGaA|General Personal Care and Cleaning Products Makers
GB00BYZC3B04|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Hotel Chocolat Group PLC|Confectionery Manufacturing
GB0004544929|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - TOBACCO|Imperial Brands PLC|General Tobacco Manufacturing
FR0004024222|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Interparfums SA|Personal Care Fragrance Products
NL0014332678|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|JDE Peet's NV|Coffee, Tea and Cocoa Production
SE0007464888|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Karo Pharma AB|General Personal Care and Cleaning Products Makers
LU0501835309|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|L'Occitane International SA|General Personal Care and Cleaning Products Makers
FR0000120321|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|L'Oreal SA|General Personal Care and Cleaning Products Makers
IT0001055521|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|La Doria SpA|Canned and Processed Fruit and Vegetable Products
ES0164180012|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - TOBACCO|Miquel y Costas & Miquel SA|Other Tobacco Products Makers
CH0038863350|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Nestle SA|General Food Manufacturing and Processing
FI0009900401|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Olvi Oyj Class A|General Beverage Production
BE0974276082|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - HOUSE CARE|Ontex Group NV|Absorbent Products Manufacturing
NO0003733800|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Orkla ASA|General Food Manufacturing and Processing
FR0000120693|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Pernod Ricard SA|Distilleries
GB00B7N0K053|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Premier Foods PLC|General Food Manufacturing and Processing
FI0009002943|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Raisio Oyj|General Food Manufacturing and Processing
GB00B24CGK77|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Reckitt Benckiser Group PLC|General Personal Care and Cleaning Products Makers
FR0000130395|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Remy Cointreau SA|Distilleries
DK0060634707|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Royal Unibrew A/S|Multi-Type Alcoholic Beverages Manufacturing
FR0000120107|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|SAVENCIA|Dairy Products Production
DK0060696300|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - TOBACCO|Scandinavian Tobacco Group A/S|Other Tobacco Products Makers
FR0000121709|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|SEB SA|Other Small Home Appliances Makers
DE0007297004|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Suedzucker AG|General Food Manufacturing and Processing
SE0015812219|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - TOBACCO|Swedish Match AB|Other Tobacco Products Makers
GB00B10RZP78|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Unilever PLC|General Personal Care and Cleaning Products Makers
DE000A0TGJ55|FINANCIALS|INSURANCE|INSURANCE|Varta AG|Consumer Batteries Manufacturing
SE0011337708|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|AAK AB|Flavors and Other Food Additives Manufacturing
NO0010886625|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Aker BioMarine ASA|Flavors and Other Food Additives Manufacturing
CH0043238366|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Aryzta AG|Bread and Cereal Product Manufacturing
NO0010073489|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Austevoll Seafood ASA|Seafood Processors
DE0005194062|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE COMMODITIES|BayWa AG|Other Agricultural Support Activity Providers
DK0060227585|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Chr Hansen Holding A/S|Flavors and Other Food Additives Manufacturing
GB0002318888|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - MEAT|Cranswick PLC|Beef, Pork and Other Meats Production
GB0002670437|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - MEAT|Devro PLC|Beef, Pork and Other Meats Production
ES0112501012|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Ebro Foods SA|Flour, Pasta and Rice Manufacturing
GB0002074580|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - MEAT|Genus PLC|Biotechnology and Genomics (GMO/Hybrids) Products
CH0010645932|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Givaudan SA|Flavors and Other Food Additives Manufacturing
NO0010365521|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Grieg Seafood ASA|Fish Farming and Hatcheries
NO0010724701|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Icelandic Salmon AS|Fish Farming and Hatcheries
NO0010874597|FINANCIALS|INSURANCE|INSURANCE|Kalera AS|Nursery and Tree Production
IE0004906560|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Kerry Group PLC|Flavors and Other Food Additives Manufacturing
NL0000009827|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Koninklijke DSM NV|Flavors and Other Food Additives Manufacturing
NO0003096208|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Leroy Seafood Group ASA|Seafood Processors
NO0003054108|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Mowi ASA|Seafood Processors
NO0010331838|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Norway Royal Salmon ASA|Fish Farming and Hatcheries
NO0010310956|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FISH|Salmar ASA|Fish Farming and Hatcheries
SE0005999760|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - MEAT|Scandi Standard AB|Chicken Meat Production
DK0010253921|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - MEAT|Schouw & Co A/S|Animal Feed Manufacturing
DE000SYM9999|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Symrise AG|Flavors and Other Food Additives Manufacturing
GB0008754136|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Tate & Lyle PLC|Flavors and Other Food Additives Manufacturing
GB00BKS7YK08|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FLAVOURS & ADDITIVES|Treatt PLC|Flavors and Other Food Additives Manufacturing
FR0000052516|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE COMMODITIES|Vilmorin & Cie SA|Other Agricultural Support Activity Providers
ES0184262212|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - MEAT|Viscofan SA|Beef, Pork and Other Meats Production
IT0001137345|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Autogrill SpA|General Food and Beverage Services
SE0006993770|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Axfood AB|Warehouse Club Stores and Superstores
LU1072616219|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|B&M European Value Retail SA|General Discount Stores
LU1789205884|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|B&S Group Sarl|Other Health and Personal Care Stores
FR0000120172|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Carrefour SA|Warehouse Club Stores and Superstores
FR0000125585|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Casino Guichard Perrachon SA|General Merchandise Retailers
GB00BD6K4575|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Compass Group PLC|Food Service Contractors
GB00BNC5T391|CONSUMER DISCRETIONARY|FOOD SERVICES|DISTRIBUTION|Deliveroo PLC|Food Delivery Services
DE000A2E4K43|CONSUMER DISCRETIONARY|FOOD SERVICES|DISTRIBUTION|Delivery Hero SE|Food Delivery Services
GB00BYN59130|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Domino's Pizza Group PLC|Pizza Restaurants
CH0023405456|INDUSTRIALS|TRANSPORT|AIRPORTS|Dufry AG|Off-Price Retail Stores
FR0011950732|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Elior Group SA|Food Service Contractors
BE0974256852|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Etablissements Franz Colruyt NV|Europe Supermarkets
NO0010735343|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Europris ASA|General Discount Stores
NL0010937066|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|GrandVision NV|Other Health and Personal Care Stores
GB00B63QSB39|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Greggs PLC|Snack, Coffee and Juice Shops
DE0006042708|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Hawesko Holding AG|Spirits Stores
DE000A161408|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|HelloFresh SE|Non-Alcoholic Beverages and Specialty Stores
SE0000652216|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|ICA Gruppen AB|Europe Supermarkets
GB0001638955|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|J D Wetherspoon PLC|International Full-Service Restaurants and Bars
GB00B019KW72|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|J Sainsbury PLC|Europe Supermarkets
PTJMT0AE0001|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Jeronimo Martins SGPS SA|Europe Supermarkets
NL0012015705|CONSUMER DISCRETIONARY|FOOD SERVICES|DISTRIBUTION|Just Eat Takeaway.com NV|Food Delivery Services
FI0009000202|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Kesko Oyj|General Food and Beverage Retail
NL0011794037|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Koninklijke Ahold Delhaize NV|United States Supermarkets
SE0010468918|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Lyko Group AB|Other Internet Health and Personal Care Retail
GB0031274896|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Marks & Spencer Group PLC|Europe Supermarkets
IT0003428445|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|MARR SpA|Food Service Contractors
GB00B1JQDM80|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Marston's PLC|International Full-Service Restaurants and Bars
DK0060497295|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Matas A/S|Other Health and Personal Care Stores
DE000BFB0019|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|METRO AG|Warehouse Club Stores and Superstores
GB00B1FP6H53|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Mitchells & Butlers PLC|International Full-Service Restaurants and Bars
GB00B021F836|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Naked Wines PLC|Spirits Stores
GB00B3MBS747|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Ocado Group PLC|Europe Supermarkets
GB00B0YG1K06|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Restaurant Group PLC/The|International Full-Service Restaurants and Bars
NL0012044747|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Shop Apotheke Europe NV|Internet Pharmacies and Drug Retail
NL0000817179|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Sligro Food Group NV|Food Service Contractors
FR0000121220|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Sodexo SA|Food Service Contractors
PTSON0AM0001|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Sonae SGPS SA|Warehouse Club Stores and Superstores
GB00BGBN7C04|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|SSP Group Plc|General Food and Beverage Services
GB00BLGZ9862|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Tesco PLC|Europe Supermarkets
FI4000197934|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Tokmanni Group Corp|General Discount Stores
CH0002088976|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Valora Holding AG|Convenience Stores
GB00B2NDK765|CONSUMER DISCRETIONARY|FOOD SERVICES|RESTAURANT CHAINS|Young & Co's Brewery PLC|International Full-Service Restaurants and Bars
CH0042615283|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Zur Rose Group AG|Internet Pharmacies and Drug Retail
FR0010557264|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PET|AB Science SA|Veterinary Pharmaceuticals
SE0000470395|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|BioGaia AB|Dietary and Naturopathic Supplements
FR0000061129|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Boiron SA|Dietary and Naturopathic Supplements
GB00B2863827|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PET|CVS Group PLC|Veterinary Services
GB0009633180|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PET|Dechra Pharmaceuticals PLC|Veterinary Pharmaceuticals
SE0009607252|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PET|Intervacc AB|Veterinary Pharmaceuticals
IT0005274094|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Pharmanutra SpA|Dietary and Naturopathic Supplements
FR0000031577|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PET|Virbac SA|Veterinary Pharmaceuticals
GB0031215220|CONSUMER DISCRETIONARY|TRAVEL|CRUISES|Carnival PLC|Ocean-Going Cruise Lines
GB00BRB37M78|FINANCIALS|INSURANCE|INSURANCE|Dignity PLC|Funeral and Cemetery Services
NO0010345853|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Aker BP ASA|North Sea Fossil Fuel Exploration/Production
GB00BN0SMB92|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Cairn Energy PLC|MENA Fossil Fuel Exploration/Production
NO0003921009|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|DNO ASA|MENA Fossil Fuel Exploration/Production
GB00BG12Y042|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Energean PLC|Rest of Europe Fossil Fuel Exploration/Production
GB00B635TG28|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|EnQuest PLC|North Sea Fossil Fuel Exploration/Production
FR0000051070|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Etablissements Maurel et Prom SA|Sub-Saharan Fossil Fuel Exploration/Production
JE00B55Q3P39|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Genel Energy Plc|MENA Fossil Fuel Exploration/Production
BMG4209G2077|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Gulf Keystone Petroleum Ltd|MENA Fossil Fuel Exploration/Production
GB00BMBVGQ36|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Harbour Energy PLC|North Sea Fossil Fuel Exploration/Production
GB00BLR71299|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Jadestone Energy PLC|Australia Fossil Fuel Exploration/Production
SE0000825820|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Lundin Energy AB|North Sea Fossil Fuel Exploration/Production
GB00B125SX82|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Pantheon Resources PLC|Gulf Coast Fossil Fuel Exploration/Production
GB00B0CY5V57|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Serica Energy PLC|North Sea Fossil Fuel Exploration/Production
GB0001500809|CONSUMER NON-DISCRETIONARY|ENERGY|EXPLORATION & PRODUCTION|Tullow Oil PLC|Sub-Saharan Fossil Fuel Exploration/Production
GB0007980591|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|BP PLC|Integrated Oil and Gas Exploration and Production
US1667641005|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Chevron Corp|Integrated Oil and Gas Exploration and Production
GB00BYX7JT74|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Diversified Energy Co PLC|Eastern Region Fossil Fuel Exploration/Production
IT0003132476|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Eni SpA|Integrated Oil and Gas Exploration and Production
NO0010096985|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Equinor ASA|Integrated Oil and Gas Exploration and Production
US30231G1022|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Exxon Mobil Corp|Integrated Oil and Gas Exploration and Production
PTGAL0AM0009|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Galp Energia SGPS SA|Integrated Oil and Gas Exploration and Production
AT0000743059|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|OMV AG|Integrated Oil and Gas Exploration and Production
ES0173516115|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Repsol SA|Integrated Oil and Gas Exploration and Production
GB00B03MLX29|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Royal Dutch Shell PLC|Integrated Oil and Gas Exploration and Production
GB00B03MM408|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|Royal Dutch Shell PLC|Integrated Oil and Gas Exploration and Production
FR0000120271|CONSUMER NON-DISCRETIONARY|ENERGY|INTEGRATED O&G|TotalEnergies SE|Integrated Oil and Gas Exploration and Production
NO0010716582|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Aker Solutions ASA|Oil and Gas Engineering and Construction
BMG067231032|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Avance Gas Holding Ltd|Refined Petroleum and Other Liquid Transportation
BMG173841013|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|BW LPG Ltd|Refined Petroleum and Other Liquid Transportation
BMG1738J1247|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|BW Offshore Ltd|Other Oil and Gas Support Activities
FR0013181864|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|CGG SA|Oil and Gas Geophysical Services
